Año,Mes,Día,T,H,PP
2007.0,5.0,27.0,18.7,46.0,0
2007.0,5.0,1.0,22.7,41.0,0
2007.0,5.0,2.0,21.3,44.0,0
2007.0,5.0,3.0,27.8,29.0,0
2007.0,5.0,7.0,21.7,32.0,0
2007.0,5.0,8.0,23.9,31.0,0
2007.0,5.0,9.0,24.2,37.0,0
2007.0,5.0,13.0,21.7,50.0,0
2007.0,5.0,14.0,20.8,57.0,0
2007.0,5.0,15.0,21.5,48.0,0
2007.0,5.0,19.0,23.3,39.0,0
2007.0,5.0,20.0,21.7,46.0,0
2007.0,5.0,21.0,21.2,52.0,0
2007.0,5.0,25.0,18.8,65.0,0
2007.0,5.0,26.0,18.7,63.0,0
2007.0,5.0,27.0,18.6,65.0,0
2007.0,5.0,31.0,21.9,45.0,0
2007.0,6.0,1.0,25.7,33.0,0
2007.0,6.0,7.0,26.2,34.0,0
2007.0,6.0,15.0,26.8,39.0,0
2007.0,6.0,26.0,20.6,85.0,1
2007.0,6.0,29.0,19.3,80.0,1
2007.0,6.0,1.0,24.3,32.0,0
2007.0,6.0,2.0,24.3,46.0,0
2007.0,6.0,3.0,25.1,41.0,0
2007.0,6.0,7.0,24.1,40.0,0
2007.0,6.0,8.0,25.3,37.0,0
2007.0,6.0,9.0,21.6,65.0,0
2007.0,6.0,13.0,23.8,55.0,0
2007.0,6.0,14.0,23.4,50.0,0
2007.0,6.0,15.0,23.1,51.0,0
2007.0,6.0,19.0,21.4,68.0,0
2007.0,6.0,20.0,19.8,75.0,0
2007.0,6.0,21.0,19.7,77.0,0
2007.0,6.0,25.0,21.9,62.0,0
2007.0,6.0,26.0,20.4,76.0,0
2007.0,6.0,27.0,20.2,80.0,0
2007.0,6.0,1.0,17.2,36.0,0
2007.0,6.0,2.0,20.1,30.0,0
2007.0,6.0,3.0,21.0,27.0,0
2007.0,6.0,7.0,21.9,40.0,0
2007.0,6.0,8.0,19.7,56.0,0
2007.0,6.0,9.0,16.2,77.0,0
2007.0,6.0,13.0,18.4,45.0,0
2007.0,6.0,14.0,19.1,45.0,0
2007.0,6.0,15.0,18.6,51.0,0
2007.0,6.0,19.0,16.9,77.0,0
2007.0,6.0,20.0,16.3,81.0,0
2007.0,6.0,21.0,17.1,72.0,0
2007.0,6.0,25.0,18.8,65.0,0
2007.0,6.0,26.0,18.2,69.0,0
2007.0,6.0,27.0,18.9,63.0,0
2007.0,6.0,1.0,21.2,42.0,0
2007.0,6.0,2.0,23.7,48.0,0
2007.0,6.0,3.0,25.2,48.0,0
2007.0,6.0,7.0,21.9,65.0,1
2007.0,6.0,8.0,23.1,55.0,0
2007.0,6.0,9.0,21.6,58.0,0
2007.0,6.0,13.0,23.2,44.0,0
2007.0,6.0,14.0,22.8,48.0,0
2007.0,6.0,15.0,20.3,69.0,1
2007.0,6.0,19.0,19.2,83.0,1
2007.0,6.0,20.0,17.5,87.0,1
2007.0,6.0,21.0,18.9,80.0,1
2007.0,6.0,25.0,21.0,70.0,1
2007.0,6.0,26.0,21.0,72.0,1
2007.0,6.0,27.0,18.7,79.0,0
2007.0,6.0,3.0,25.9,45.0,0
2007.0,6.0,4.0,24.3,47.0,0
2007.0,6.0,9.0,19.4,68.0,1
2007.0,6.0,30.0,21.1,61.0,1
2007.0,6.0,1.0,21.3,36.0,0
2007.0,6.0,2.0,23.3,43.0,0
2007.0,6.0,3.0,24.2,47.0,0
2007.0,6.0,7.0,22.1,54.0,0
2007.0,6.0,8.0,20.3,62.0,0
2007.0,6.0,9.0,19.5,67.0,0
2007.0,6.0,13.0,22.6,45.0,0
2007.0,6.0,14.0,21.9,53.0,0
2007.0,6.0,15.0,21.2,59.0,0
2007.0,6.0,19.0,21.2,66.0,0
2007.0,6.0,20.0,18.5,77.0,0
2007.0,6.0,21.0,18.9,68.0,0
2007.0,6.0,25.0,20.2,70.0,0
2007.0,6.0,26.0,20.7,69.0,0
2007.0,6.0,27.0,19.7,72.0,0
2007.0,7.0,3.0,22.1,78.0,1
2007.0,7.0,4.0,22.3,77.0,1
2007.0,7.0,5.0,21.7,76.0,1
2007.0,7.0,1.0,21.4,69.0,0
2007.0,7.0,2.0,21.6,71.0,0
2007.0,7.0,3.0,21.4,76.0,0
2007.0,7.0,7.0,20.2,74.0,0
2007.0,7.0,8.0,19.6,74.0,0
2007.0,7.0,9.0,20.3,71.0,0
2007.0,7.0,13.0,19.6,74.0,0
2007.0,7.0,14.0,21.8,65.0,0
2007.0,7.0,15.0,22.8,65.0,0
2007.0,7.0,19.0,18.6,72.0,0
2007.0,7.0,20.0,19.3,64.0,0
2007.0,7.0,21.0,20.1,68.0,0
2007.0,7.0,25.0,19.1,75.0,0
2007.0,7.0,26.0,20.1,76.0,0
2007.0,7.0,27.0,20.3,79.0,0
2007.0,7.0,31.0,19.9,80.0,0
2007.0,7.0,1.0,18.1,67.0,0
2007.0,7.0,2.0,16.4,77.0,0
2007.0,7.0,3.0,18.3,69.0,0
2007.0,7.0,7.0,17.7,67.0,0
2007.0,7.0,8.0,17.3,65.0,0
2007.0,7.0,9.0,18.2,63.0,0
2007.0,7.0,13.0,17.4,52.0,0
2007.0,7.0,14.0,18.2,54.0,0
2007.0,7.0,15.0,18.9,57.0,0
2007.0,7.0,19.0,17.7,65.0,0
2007.0,7.0,20.0,17.1,72.0,0
2007.0,7.0,21.0,17.6,67.0,0
2007.0,7.0,25.0,16.7,68.0,0
2007.0,7.0,26.0,17.8,67.0,0
2007.0,7.0,27.0,18.1,66.0,0
2007.0,7.0,31.0,17.4,66.0,0
2007.0,7.0,1.0,19.3,80.0,1
2007.0,7.0,2.0,20.0,75.0,1
2007.0,7.0,3.0,19.7,82.0,1
2007.0,7.0,7.0,20.3,73.0,1
2007.0,7.0,8.0,17.4,80.0,1
2007.0,7.0,9.0,19.4,74.0,0
2007.0,7.0,13.0,20.3,63.0,0
2007.0,7.0,14.0,19.4,61.0,0
2007.0,7.0,15.0,22.1,49.0,0
2007.0,7.0,22.0,20.2,74.0,0
2007.0,7.0,23.0,19.2,72.0,1
2007.0,7.0,24.0,19.2,77.0,1
2007.0,7.0,28.0,19.4,79.0,0
2007.0,7.0,29.0,19.6,81.0,1
2007.0,7.0,30.0,19.2,81.0,1
2007.0,7.0,1.0,22.9,55.0,0
2007.0,7.0,2.0,20.2,70.0,0
2007.0,7.0,9.0,22.6,52.0,0
2007.0,7.0,19.0,22.3,51.0,1
2007.0,7.0,25.0,24.8,43.0,0
2007.0,7.0,31.0,18.9,74.0,1
2007.0,7.0,1.0,21.6,61.0,0
2007.0,7.0,2.0,20.3,67.0,0
2007.0,7.0,3.0,19.9,72.0,1
2007.0,7.0,7.0,19.4,65.0,0
2007.0,7.0,8.0,19.3,65.0,0
2007.0,7.0,9.0,21.3,61.0,0
2007.0,7.0,13.0,20.1,64.0,0
2007.0,7.0,14.0,20.3,57.0,0
2007.0,7.0,15.0,20.5,60.0,0
2007.0,7.0,19.0,20.3,59.0,0
2007.0,7.0,20.0,19.6,65.0,0
2007.0,7.0,21.0,19.2,70.0,0
2007.0,7.0,25.0,19.4,66.0,0
2007.0,7.0,26.0,19.8,67.0,0
2007.0,7.0,27.0,20.3,68.0,0
2007.0,7.0,31.0,18.8,76.0,0
2007.0,8.0,10.0,22.4,71.0,0
2007.0,8.0,14.0,22.9,63.0,0
2007.0,8.0,15.0,24.6,57.0,0
2007.0,8.0,22.0,21.9,68.0,0
2007.0,8.0,23.0,21.6,72.0,0
2007.0,8.0,24.0,22.9,64.0,1
2007.0,8.0,1.0,20.6,76.0,0
2007.0,8.0,2.0,20.4,74.0,0
2007.0,8.0,3.0,20.9,72.0,0
2007.0,8.0,7.0,21.3,76.0,0
2007.0,8.0,8.0,20.9,75.0,0
2007.0,8.0,9.0,20.1,74.0,0
2007.0,8.0,13.0,20.8,75.0,0
2007.0,8.0,14.0,21.2,71.0,0
2007.0,8.0,15.0,20.1,74.0,0
2007.0,8.0,19.0,20.8,77.0,0
2007.0,8.0,20.0,20.6,75.0,0
2007.0,8.0,21.0,19.1,78.0,0
2007.0,8.0,25.0,19.8,78.0,0
2007.0,8.0,26.0,20.3,77.0,0
2007.0,8.0,27.0,20.7,77.0,0
2007.0,8.0,1.0,16.9,71.0,0
2007.0,8.0,2.0,19.1,56.0,0
2007.0,8.0,3.0,18.1,57.0,0
2007.0,8.0,7.0,17.7,71.0,0
2007.0,8.0,8.0,17.3,70.0,0
2007.0,8.0,9.0,16.8,67.0,0
2007.0,8.0,13.0,18.4,59.0,0
2007.0,8.0,14.0,18.1,55.0,0
2007.0,8.0,15.0,18.4,56.0,0
2007.0,8.0,19.0,17.8,68.0,0
2007.0,8.0,20.0,17.1,61.0,0
2007.0,8.0,21.0,18.6,62.0,0
2007.0,8.0,25.0,16.1,74.0,0
2007.0,8.0,26.0,17.2,71.0,0
2007.0,8.0,27.0,18.4,67.0,0
2007.0,8.0,1.0,20.1,76.0,1
2007.0,8.0,2.0,20.9,73.0,1
2007.0,8.0,3.0,20.6,67.0,0
2007.0,8.0,7.0,21.4,67.0,0
2007.0,8.0,8.0,20.1,78.0,1
2007.0,8.0,9.0,16.9,80.0,1
2007.0,8.0,13.0,20.8,60.0,0
2007.0,8.0,14.0,20.8,60.0,0
2007.0,8.0,15.0,21.1,58.0,0
2007.0,8.0,19.0,20.6,72.0,0
2007.0,8.0,20.0,20.4,74.0,1
2007.0,8.0,21.0,19.2,78.0,1
2007.0,8.0,25.0,18.4,71.0,1
2007.0,8.0,26.0,20.1,61.0,0
2007.0,8.0,27.0,20.6,67.0,0
2007.0,8.0,2.0,19.2,80.0,0
2007.0,8.0,5.0,20.4,67.0,1
2007.0,8.0,9.0,19.6,63.0,1
2007.0,8.0,1.0,19.1,69.0,0
2007.0,8.0,2.0,19.9,68.0,0
2007.0,8.0,3.0,19.9,62.0,0
2007.0,8.0,7.0,20.6,68.0,0
2007.0,8.0,8.0,19.6,70.0,0
2007.0,8.0,9.0,18.5,69.0,0
2007.0,8.0,13.0,19.8,68.0,0
2007.0,8.0,14.0,19.7,60.0,0
2007.0,8.0,15.0,20.4,63.0,0
2007.0,8.0,19.0,19.7,71.0,1
2007.0,8.0,20.0,19.3,70.0,1
2007.0,8.0,21.0,19.6,71.0,0
2007.0,8.0,25.0,18.2,77.0,0
2007.0,8.0,26.0,19.7,71.0,0
2007.0,8.0,27.0,20.1,69.0,0
2007.0,9.0,5.0,22.2,68.0,0
2007.0,9.0,6.0,20.7,73.0,0
2007.0,9.0,7.0,24.7,62.0,1
2007.0,9.0,13.0,22.2,72.0,1
2007.0,9.0,14.0,20.5,76.0,1
2007.0,9.0,18.0,22.3,68.0,0
2007.0,9.0,25.0,23.2,68.0,0
2007.0,9.0,26.0,22.6,62.0,0
2007.0,9.0,27.0,22.9,69.0,0
2007.0,9.0,1.0,19.7,76.0,0
2007.0,9.0,2.0,18.9,82.0,0
2007.0,9.0,3.0,18.9,74.0,0
2007.0,9.0,7.0,20.5,76.0,0
2007.0,9.0,8.0,20.9,76.0,0
2007.0,9.0,9.0,20.6,76.0,0
2007.0,9.0,13.0,19.9,76.0,0
2007.0,9.0,14.0,19.6,78.0,0
2007.0,9.0,15.0,20.1,74.0,0
2007.0,9.0,19.0,19.6,71.0,0
2007.0,9.0,20.0,19.6,72.0,0
2007.0,9.0,21.0,20.1,71.0,0
2007.0,9.0,25.0,21.4,72.0,0
2007.0,9.0,26.0,20.1,65.0,0
2007.0,9.0,27.0,20.6,70.0,0
2007.0,9.0,1.0,16.4,78.0,0
2007.0,9.0,2.0,16.5,72.0,0
2007.0,9.0,3.0,17.2,69.0,0
2007.0,9.0,7.0,16.1,76.0,0
2007.0,9.0,8.0,17.3,73.0,0
2007.0,9.0,9.0,17.3,74.0,0
2007.0,9.0,13.0,17.2,70.0,0
2007.0,9.0,14.0,17.6,71.0,0
2007.0,9.0,15.0,17.6,60.0,0
2007.0,9.0,19.0,16.6,69.0,0
2007.0,9.0,20.0,16.5,69.0,0
2007.0,9.0,21.0,17.4,61.0,0
2007.0,9.0,25.0,16.1,51.0,0
2007.0,9.0,26.0,18.4,57.0,0
2007.0,9.0,27.0,17.6,65.0,0
2007.0,9.0,1.0,17.7,76.0,1
2007.0,9.0,2.0,17.0,89.0,0
2007.0,9.0,3.0,17.7,84.0,1
2007.0,9.0,7.0,20.6,64.0,0
2007.0,9.0,8.0,19.8,67.0,1
2007.0,9.0,9.0,21.1,63.0,0
2007.0,9.0,13.0,19.2,67.0,0
2007.0,9.0,14.0,20.4,69.0,0
2007.0,9.0,15.0,20.0,62.0,0
2007.0,9.0,19.0,19.9,63.0,0
2007.0,9.0,20.0,19.1,66.0,0
2007.0,9.0,21.0,18.4,65.0,0
2007.0,9.0,25.0,20.9,49.0,0
2007.0,9.0,26.0,19.9,48.0,0
2007.0,9.0,27.0,19.5,59.0,0
2007.0,9.0,9.0,19.1,77.0,1
2007.0,9.0,1.0,17.9,82.0,0
2007.0,9.0,2.0,17.5,81.0,0
2007.0,9.0,3.0,19.3,66.0,0
2007.0,9.0,7.0,19.4,72.0,0
2007.0,9.0,8.0,19.1,76.0,0
2007.0,9.0,9.0,18.7,79.0,1
2007.0,9.0,13.0,19.1,71.0,0
2007.0,9.0,14.0,19.7,71.0,0
2007.0,9.0,15.0,19.7,67.0,0
2007.0,9.0,19.0,18.4,70.0,0
2007.0,9.0,20.0,18.6,70.0,1
2007.0,9.0,21.0,18.2,69.0,0
2007.0,9.0,25.0,17.9,61.0,0
2007.0,9.0,26.0,18.7,64.0,0
2007.0,9.0,27.0,19.6,63.0,0
2007.0,10.0,3.0,23.8,64.0,0
2007.0,10.0,4.0,22.4,68.0,1
2007.0,10.0,5.0,22.9,67.0,1
2007.0,10.0,11.0,21.1,63.0,0
2007.0,10.0,12.0,22.2,68.0,0
2007.0,10.0,18.0,21.2,69.0,0
2007.0,10.0,25.0,16.6,42.0,0
2007.0,10.0,26.0,17.7,45.0,0
2007.0,10.0,27.0,16.4,53.0,0
2007.0,10.0,1.0,20.8,67.0,0
2007.0,10.0,2.0,20.6,63.0,0
2007.0,10.0,3.0,20.1,72.0,0
2007.0,10.0,7.0,19.9,68.0,0
2007.0,10.0,8.0,20.7,67.0,0
2007.0,10.0,9.0,20.4,67.0,0
2007.0,10.0,13.0,21.1,66.0,0
2007.0,10.0,14.0,21.5,67.0,0
2007.0,10.0,15.0,21.4,62.0,0
2007.0,10.0,19.0,19.4,69.0,0
2007.0,10.0,20.0,20.7,61.0,0
2007.0,10.0,21.0,19.1,67.0,0
2007.0,10.0,25.0,13.2,49.0,0
2007.0,10.0,26.0,13.8,54.0,0
2007.0,10.0,27.0,15.1,46.0,0
2007.0,10.0,31.0,13.9,51.0,0
2007.0,10.0,1.0,16.8,60.0,0
2007.0,10.0,2.0,17.2,54.0,0
2007.0,10.0,3.0,16.6,58.0,0
2007.0,10.0,7.0,19.1,58.0,0
2007.0,10.0,8.0,17.9,61.0,0
2007.0,10.0,9.0,15.6,65.0,0
2007.0,10.0,13.0,16.3,50.0,0
2007.0,10.0,14.0,17.5,48.0,0
2007.0,10.0,15.0,18.2,34.0,0
2007.0,10.0,19.0,17.3,66.0,0
2007.0,10.0,20.0,15.7,68.0,0
2007.0,10.0,21.0,17.1,68.0,0
2007.0,10.0,25.0,10.1,47.0,0
2007.0,10.0,26.0,11.8,48.0,0
2007.0,10.0,27.0,12.5,38.0,0
2007.0,10.0,31.0,14.6,51.0,0
2007.0,10.0,1.0,19.1,69.0,0
2007.0,10.0,2.0,19.3,63.0,0
2007.0,10.0,3.0,19.5,51.0,0
2007.0,10.0,7.0,19.6,67.0,0
2007.0,10.0,8.0,19.3,72.0,1
2007.0,10.0,9.0,18.9,63.0,0
2007.0,10.0,13.0,18.7,61.0,0
2007.0,10.0,14.0,18.7,54.0,0
2007.0,10.0,15.0,19.6,63.0,0
2007.0,10.0,20.0,18.2,62.0,0
2007.0,10.0,21.0,17.7,66.0,0
2007.0,10.0,22.0,18.8,63.0,0
2007.0,10.0,26.0,14.6,47.0,0
2007.0,10.0,27.0,16.3,33.0,0
2007.0,10.0,28.0,12.9,53.0,0
2007.0,10.0,1.0,19.8,64.0,0
2007.0,10.0,4.0,20.3,62.0,0
2007.0,10.0,8.0,19.3,71.0,0
2007.0,10.0,1.0,19.3,61.0,0
2007.0,10.0,2.0,18.9,63.0,0
2007.0,10.0,3.0,19.1,58.0,0
2007.0,10.0,7.0,19.8,64.0,0
2007.0,10.0,8.0,18.3,71.0,0
2007.0,10.0,9.0,19.4,59.0,0
2007.0,10.0,13.0,18.8,52.0,0
2007.0,10.0,14.0,18.7,64.0,0
2007.0,10.0,15.0,19.3,62.0,0
2007.0,10.0,19.0,19.2,70.0,0
2007.0,10.0,20.0,19.3,62.0,0
2007.0,10.0,21.0,18.2,67.0,0
2007.0,10.0,25.0,13.2,44.0,0
2007.0,10.0,26.0,13.2,46.0,0
2007.0,10.0,27.0,14.3,40.0,0
2007.0,10.0,31.0,16.5,47.0,0
2007.0,11.0,1.0,15.8,52.0,0
2007.0,11.0,5.0,18.6,51.0,0
2007.0,11.0,9.0,17.6,56.0,0
2007.0,11.0,13.0,18.5,52.0,0
2007.0,11.0,23.0,17.9,57.0,0
2007.0,11.0,26.0,17.2,64.0,0
2007.0,11.0,30.0,19.7,68.0,0
2007.0,11.0,1.0,15.2,47.0,0
2007.0,11.0,2.0,14.2,47.0,0
2007.0,11.0,3.0,15.6,54.0,0
2007.0,11.0,7.0,15.9,47.0,0
2007.0,11.0,8.0,14.8,53.0,0
2007.0,11.0,9.0,15.3,52.0,0
2007.0,11.0,13.0,15.9,47.0,0
2007.0,11.0,14.0,14.6,48.0,0
2007.0,11.0,15.0,15.3,48.0,0
2007.0,11.0,19.0,16.7,62.0,0
2007.0,11.0,20.0,14.6,72.0,0
2007.0,11.0,21.0,15.3,65.0,0
2007.0,11.0,25.0,14.7,65.0,0
2007.0,11.0,26.0,16.2,57.0,0
2007.0,11.0,27.0,14.2,55.0,0
2007.0,11.0,1.0,14.6,36.0,0
2007.0,11.0,2.0,14.9,52.0,0
2007.0,11.0,3.0,16.2,59.0,0
2007.0,11.0,7.0,12.9,53.0,0
2007.0,11.0,8.0,12.9,50.0,0
2007.0,11.0,9.0,13.3,54.0,0
2007.0,11.0,13.0,12.8,50.0,0
2007.0,11.0,14.0,13.9,56.0,0
2007.0,11.0,15.0,15.8,49.0,0
2007.0,11.0,19.0,14.9,62.0,0
2007.0,11.0,20.0,13.8,65.0,0
2007.0,11.0,21.0,14.8,55.0,0
2007.0,11.0,25.0,15.5,57.0,0
2007.0,11.0,26.0,15.6,48.0,0
2007.0,11.0,27.0,15.6,55.0,0
2007.0,11.0,1.0,17.4,35.0,0
2007.0,11.0,2.0,16.2,42.0,0
2007.0,11.0,3.0,18.2,60.0,0
2007.0,11.0,7.0,14.8,50.0,0
2007.0,11.0,8.0,14.2,58.0,0
2007.0,11.0,9.0,16.4,39.0,0
2007.0,11.0,13.0,17.3,40.0,0
2007.0,11.0,14.0,15.8,51.0,0
2007.0,11.0,15.0,16.6,44.0,0
2007.0,11.0,19.0,14.3,75.0,1
2007.0,11.0,20.0,15.2,68.0,0
2007.0,11.0,21.0,15.9,67.0,1
2007.0,11.0,25.0,13.9,74.0,0
2007.0,11.0,26.0,15.4,63.0,0
2007.0,11.0,27.0,16.8,62.0,0
2007.0,11.0,4.0,18.2,61.0,0
2007.0,11.0,16.0,18.3,63.0,0
2007.0,11.0,1.0,16.2,47.0,0
2007.0,11.0,2.0,14.8,47.0,0
2007.0,11.0,3.0,17.4,59.0,0
2007.0,11.0,7.0,14.4,49.0,0
2007.0,11.0,8.0,14.0,52.0,0
2007.0,11.0,9.0,14.7,54.0,0
2007.0,11.0,13.0,13.6,56.0,0
2007.0,11.0,14.0,15.8,51.0,0
2007.0,11.0,15.0,15.8,51.0,0
2007.0,11.0,19.0,16.2,57.0,0
2007.0,11.0,20.0,15.9,62.0,0
2007.0,11.0,21.0,15.9,61.0,0
2007.0,11.0,25.0,15.1,73.0,0
2007.0,11.0,26.0,15.4,56.0,0
2007.0,11.0,27.0,14.0,59.0,0
2007.0,12.0,3.0,19.7,53.0,0
2007.0,12.0,4.0,17.7,56.0,0
2007.0,12.0,7.0,15.9,52.0,0
2007.0,12.0,14.0,16.4,57.0,0
2007.0,12.0,15.0,20.9,46.0,0
2007.0,12.0,17.0,17.8,61.0,0
2007.0,12.0,21.0,17.4,47.0,0
2007.0,12.0,24.0,17.4,54.0,0
2007.0,12.0,27.0,15.8,52.0,0
2007.0,12.0,1.0,17.7,62.0,0
2007.0,12.0,2.0,16.9,62.0,0
2007.0,12.0,3.0,17.1,54.0,0
2007.0,12.0,7.0,13.5,51.0,0
2007.0,12.0,8.0,13.1,52.0,0
2007.0,12.0,9.0,13.6,53.0,0
2007.0,12.0,13.0,15.4,48.0,0
2007.0,12.0,14.0,14.9,51.0,0
2007.0,12.0,15.0,15.9,51.0,0
2007.0,12.0,19.0,16.0,48.0,0
2007.0,12.0,20.0,15.6,47.0,0
2007.0,12.0,21.0,15.8,44.0,0
2007.0,12.0,25.0,14.4,47.0,0
2007.0,12.0,26.0,15.5,50.0,0
2007.0,12.0,27.0,14.6,51.0,0
2007.0,12.0,31.0,14.2,41.0,0
2007.0,12.0,1.0,16.2,61.0,0
2007.0,12.0,2.0,16.6,45.0,0
2007.0,12.0,3.0,14.2,48.0,0
2007.0,12.0,7.0,13.6,53.0,0
2007.0,12.0,8.0,13.9,52.0,0
2007.0,12.0,9.0,14.5,48.0,0
2007.0,12.0,13.0,14.6,40.0,0
2007.0,12.0,14.0,13.8,54.0,0
2007.0,12.0,15.0,15.1,53.0,0
2007.0,12.0,19.0,16.3,38.0,0
2007.0,12.0,20.0,16.1,38.0,0
2007.0,12.0,21.0,16.2,34.0,0
2007.0,12.0,25.0,13.8,41.0,0
2007.0,12.0,26.0,14.7,45.0,0
2007.0,12.0,27.0,16.6,48.0,0
2007.0,12.0,31.0,15.3,39.0,0
2007.0,12.0,1.0,17.4,66.0,0
2007.0,12.0,2.0,17.2,60.0,0
2007.0,12.0,3.0,18.0,55.0,0
2007.0,12.0,7.0,14.3,55.0,0
2007.0,12.0,8.0,15.9,47.0,0
2007.0,12.0,9.0,14.9,51.0,0
2007.0,12.0,13.0,17.2,50.0,0
2007.0,12.0,14.0,16.1,57.0,0
2007.0,12.0,15.0,16.4,50.0,0
2007.0,12.0,19.0,17.3,53.0,0
2007.0,12.0,20.0,17.3,44.0,0
2007.0,12.0,21.0,16.9,41.0,0
2007.0,12.0,25.0,14.8,53.0,0
2007.0,12.0,26.0,15.2,55.0,0
2007.0,12.0,27.0,15.3,58.0,0
2007.0,12.0,31.0,15.6,42.0,0
2007.0,12.0,17.0,15.5,73.0,0
2007.0,12.0,1.0,17.7,60.0,0
2007.0,12.0,2.0,16.3,61.0,0
2007.0,12.0,3.0,17.6,48.0,0
2007.0,12.0,7.0,15.7,62.0,0
2007.0,12.0,8.0,15.5,54.0,0
2007.0,12.0,9.0,15.8,55.0,0
2007.0,12.0,13.0,16.6,51.0,0
2007.0,12.0,14.0,17.3,51.0,0
2007.0,12.0,15.0,16.6,58.0,0
2007.0,12.0,19.0,17.1,51.0,0
2007.0,12.0,20.0,18.4,55.0,0
2007.0,12.0,21.0,16.9,54.0,0
2007.0,12.0,25.0,16.0,51.0,0
2007.0,12.0,26.0,16.4,54.0,0
2007.0,12.0,27.0,17.1,51.0,0
2007.0,12.0,31.0,16.1,41.0,0
2008.0,1.0,16.0,14.7,47.0,0
2008.0,1.0,17.0,14.4,49.0,0
2008.0,1.0,18.0,16.1,48.0,0
2008.0,1.0,24.0,20.1,42.0,0
2008.0,1.0,25.0,19.1,51.0,0
2008.0,1.0,28.0,18.7,47.0,0
2008.0,1.0,1.0,14.4,38.0,0
2008.0,1.0,2.0,14.8,46.0,0
2008.0,1.0,3.0,10.8,48.0,0
2008.0,1.0,7.0,13.5,42.0,0
2008.0,1.0,8.0,13.7,36.0,0
2008.0,1.0,9.0,12.9,39.0,0
2008.0,1.0,13.0,10.8,37.0,0
2008.0,1.0,14.0,13.9,44.0,0
2008.0,1.0,15.0,16.1,39.0,0
2008.0,1.0,19.0,13.7,50.0,0
2008.0,1.0,20.0,13.9,50.0,0
2008.0,1.0,21.0,14.7,50.0,0
2008.0,1.0,25.0,18.8,44.0,0
2008.0,1.0,26.0,17.9,45.0,0
2008.0,1.0,27.0,17.1,46.0,0
2008.0,1.0,31.0,16.7,42.0,0
2008.0,1.0,1.0,13.1,42.0,0
2008.0,1.0,2.0,8.0,62.0,0
2008.0,1.0,3.0,6.1,58.0,0
2008.0,1.0,7.0,14.3,32.0,0
2008.0,1.0,8.0,14.3,37.0,0
2008.0,1.0,9.0,15.1,37.0,0
2008.0,1.0,13.0,13.3,52.0,0
2008.0,1.0,14.0,13.7,46.0,0
2008.0,1.0,15.0,12.1,59.0,0
2008.0,1.0,19.0,13.8,41.0,0
2008.0,1.0,20.0,10.4,65.0,0
2008.0,1.0,21.0,12.9,50.0,0
2008.0,1.0,25.0,15.5,46.0,0
2008.0,1.0,26.0,15.8,36.0,0
2008.0,1.0,27.0,13.3,50.0,0
2008.0,1.0,31.0,16.7,31.0,0
2008.0,1.0,1.0,16.2,37.0,0
2008.0,1.0,2.0,7.7,67.0,0
2008.0,1.0,3.0,6.5,62.0,0
2008.0,1.0,7.0,14.8,47.0,0
2008.0,1.0,8.0,14.7,42.0,0
2008.0,1.0,9.0,14.8,42.0,0
2008.0,1.0,13.0,14.3,44.0,0
2008.0,1.0,14.0,14.1,57.0,0
2008.0,1.0,15.0,14.6,55.0,0
2008.0,1.0,19.0,13.2,55.0,1
2008.0,1.0,20.0,12.0,66.0,1
2008.0,1.0,21.0,13.3,63.0,0
2008.0,1.0,25.0,18.1,52.0,0
2008.0,1.0,26.0,18.5,52.0,0
2008.0,1.0,27.0,15.7,46.0,0
2008.0,1.0,31.0,16.3,48.0,0
2008.0,1.0,12.0,16.2,50.0,0
2008.0,1.0,26.0,18.6,53.0,0
2008.0,1.0,1.0,14.8,51.0,0
2008.0,1.0,2.0,14.9,45.0,0
2008.0,1.0,3.0,9.5,58.0,0
2008.0,1.0,8.0,15.4,40.0,0
2008.0,1.0,9.0,16.2,35.0,0
2008.0,1.0,13.0,13.6,49.0,0
2008.0,1.0,14.0,14.6,48.0,0
2008.0,1.0,15.0,14.4,51.0,0
2008.0,1.0,19.0,15.8,54.0,0
2008.0,1.0,21.0,15.5,43.0,0
2008.0,1.0,25.0,17.9,47.0,0
2008.0,1.0,26.0,18.7,42.0,0
2008.0,1.0,27.0,16.2,50.0,0
2008.0,1.0,31.0,18.2,33.0,0
2008.0,2.0,2.0,19.4,44.0,0
2008.0,2.0,5.0,20.8,30.0,0
2008.0,2.0,6.0,17.9,37.0,0
2008.0,2.0,14.0,18.7,32.0,0
2008.0,2.0,15.0,17.4,37.0,0
2008.0,2.0,19.0,22.5,21.0,0
2008.0,2.0,26.0,20.2,29.0,0
2008.0,2.0,27.0,20.9,26.0,0
2008.0,2.0,28.0,19.4,36.0,0
2008.0,2.0,1.0,15.6,40.0,0
2008.0,2.0,2.0,15.2,45.0,0
2008.0,2.0,3.0,16.5,46.0,0
2008.0,2.0,7.0,16.2,38.0,0
2008.0,2.0,8.0,15.4,38.0,0
2008.0,2.0,9.0,15.6,46.0,0
2008.0,2.0,14.0,16.2,33.0,0
2008.0,2.0,15.0,16.8,33.0,0
2008.0,2.0,16.0,16.7,31.0,0
2008.0,2.0,20.0,16.3,31.0,0
2008.0,2.0,21.0,16.7,31.0,0
2008.0,2.0,22.0,17.1,31.0,0
2008.0,2.0,26.0,18.9,28.0,0
